"tree.nr" "N" "S" "vaccineStrain" "compareStrain" "N2" "S2"
"1" 1 6 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY115915_A_Nebraska_24_2016_NA_NA_NA_NA" 6 12
"2" 1 8 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "MG984174_A_Shanghai_1_2016_NA_NA_NA_NA" 8 12
"3" 1 6 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "CY208845_A_Texas_182_2016_NA_NA_NA_NA" 6 11
"4" 1 8 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY615384_A_Keelung_0026_2016_NA_NA_NA_NA" 8 11
"5" 1 4 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY615571_A_Taipei_0011_2015_NA_NA_NA_NA" 4 8
"6" 1 7 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "CY264049_A_Arizona_67_2016_NA_NA_NA_NA" 7 12
"7" 1 7 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "EPI686117_A_Hong_Kong_15611_2015_NA_NA_NA" 7 11
"8" 1 6 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU591160_A_Hawaii_68_2015_NA_NA_NA_NA" 6 12
"9" 1 6 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU592163_A_Hawaii_74_2015_NA_NA_NA_NA" 6 11
"10" 1 6 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU592184_A_South_Dakota_39_2015_NA_NA_NA" 6 8
"11" 1 4 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX412042_A_Iowa_45_2015_NA_NA_NA_NA" 4 13
"12" 1 9 15 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX413283_A_Georgia_40_2016_NA_NA_NA_NA" 9 15
"13" 1 6 9 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX414582_A_Washington_26_2016_NA_NA_NA_NA" 6 9
"14" 1 7 9 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416117_A_Washington_47_2016_NA_NA_NA_NA" 7 9
"15" 1 7 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416429_A_Hawaii_28_2016_NA_NA_NA_NA" 7 11
"16" 1 7 14 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416829_A_Washington_55_2016_NA_NA_NA_NA" 7 14
"17" 1 8 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX417005_A_Texas_136_2016_NA_NA_NA_NA" 8 13
"18" 1 8 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX916993_A_California_12_2016_NA_NA_NA_NA" 8 8
"19" 1 9 17 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX918281_A_Kentucky_26_2016_NA_NA_NA_NA" 9 17
"20" 1 9 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY487603_A_Taipei_0020_2016_NA_NA_NA_NA" 9 11
"21" 1 8 16 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY487612_A_Linkou_0081_2016_NA_NA_NA_NA" 8 16
"22" 1 9 10 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY509826_A_Chungbuk_107_2016_NA_NA_NA_NA" 9 10
"23" 1 13 10 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY509827_A_Gyeonggi_458_2016_NA_NA_NA_NA" 13 10
"24" 1 7 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "MK640903_A_China_70219_2015_NA_NA_NA_NA" 7 13
"25" 1 8 10 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "MK640906_A_China_71516_2016_NA_NA_NA_NA" 8 10
"26" 2 6 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY115915_A_Nebraska_24_2016_NA_NA_NA_NA" 6 12
"27" 2 8 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "MG984174_A_Shanghai_1_2016_NA_NA_NA_NA" 8 12
"28" 2 6 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "CY208845_A_Texas_182_2016_NA_NA_NA_NA" 6 11
"29" 2 8 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY615384_A_Keelung_0026_2016_NA_NA_NA_NA" 8 11
"30" 2 4 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY615571_A_Taipei_0011_2015_NA_NA_NA_NA" 4 8
"31" 2 7 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "CY264049_A_Arizona_67_2016_NA_NA_NA_NA" 7 12
"32" 2 7 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "EPI686117_A_Hong_Kong_15611_2015_NA_NA_NA" 7 11
"33" 2 6 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU591160_A_Hawaii_68_2015_NA_NA_NA_NA" 6 12
"34" 2 6 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU592163_A_Hawaii_74_2015_NA_NA_NA_NA" 6 11
"35" 2 6 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU592184_A_South_Dakota_39_2015_NA_NA_NA" 6 8
"36" 2 4 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX412042_A_Iowa_45_2015_NA_NA_NA_NA" 4 13
"37" 2 9 15 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX413283_A_Georgia_40_2016_NA_NA_NA_NA" 9 15
"38" 2 6 9 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX414582_A_Washington_26_2016_NA_NA_NA_NA" 6 9
"39" 2 7 9 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416117_A_Washington_47_2016_NA_NA_NA_NA" 7 9
"40" 2 7 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416429_A_Hawaii_28_2016_NA_NA_NA_NA" 7 11
"41" 2 7 14 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416829_A_Washington_55_2016_NA_NA_NA_NA" 7 14
"42" 2 8 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX417005_A_Texas_136_2016_NA_NA_NA_NA" 8 13
"43" 2 8 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX916993_A_California_12_2016_NA_NA_NA_NA" 8 8
"44" 2 9 17 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX918281_A_Kentucky_26_2016_NA_NA_NA_NA" 9 17
"45" 2 9 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY487603_A_Taipei_0020_2016_NA_NA_NA_NA" 9 11
"46" 2 8 16 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY487612_A_Linkou_0081_2016_NA_NA_NA_NA" 8 16
"47" 2 9 10 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY509826_A_Chungbuk_107_2016_NA_NA_NA_NA" 9 10
"48" 2 13 10 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY509827_A_Gyeonggi_458_2016_NA_NA_NA_NA" 13 10
"49" 2 7 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "MK640903_A_China_70219_2015_NA_NA_NA_NA" 7 13
"50" 2 8 10 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "MK640906_A_China_71516_2016_NA_NA_NA_NA" 8 10
"51" 3 6 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY115915_A_Nebraska_24_2016_NA_NA_NA_NA" 6 12
"52" 3 8 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "MG984174_A_Shanghai_1_2016_NA_NA_NA_NA" 8 12
"53" 3 6 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "CY208845_A_Texas_182_2016_NA_NA_NA_NA" 6 11
"54" 3 8 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY615384_A_Keelung_0026_2016_NA_NA_NA_NA" 8 11
"55" 3 4 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY615571_A_Taipei_0011_2015_NA_NA_NA_NA" 4 8
"56" 3 7 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "CY264049_A_Arizona_67_2016_NA_NA_NA_NA" 7 12
"57" 3 7 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "EPI686117_A_Hong_Kong_15611_2015_NA_NA_NA" 7 11
"58" 3 6 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU591160_A_Hawaii_68_2015_NA_NA_NA_NA" 6 12
"59" 3 6 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU592163_A_Hawaii_74_2015_NA_NA_NA_NA" 6 11
"60" 3 6 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU592184_A_South_Dakota_39_2015_NA_NA_NA" 6 8
"61" 3 4 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX412042_A_Iowa_45_2015_NA_NA_NA_NA" 4 13
"62" 3 9 15 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX413283_A_Georgia_40_2016_NA_NA_NA_NA" 9 15
"63" 3 6 9 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX414582_A_Washington_26_2016_NA_NA_NA_NA" 6 9
"64" 3 7 9 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416117_A_Washington_47_2016_NA_NA_NA_NA" 7 9
"65" 3 7 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416429_A_Hawaii_28_2016_NA_NA_NA_NA" 7 11
"66" 3 7 14 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416829_A_Washington_55_2016_NA_NA_NA_NA" 7 14
"67" 3 8 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX417005_A_Texas_136_2016_NA_NA_NA_NA" 8 13
"68" 3 8 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX916993_A_California_12_2016_NA_NA_NA_NA" 8 8
"69" 3 9 17 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX918281_A_Kentucky_26_2016_NA_NA_NA_NA" 9 17
"70" 3 9 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY487603_A_Taipei_0020_2016_NA_NA_NA_NA" 9 11
"71" 3 8 16 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY487612_A_Linkou_0081_2016_NA_NA_NA_NA" 8 16
"72" 3 9 10 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY509826_A_Chungbuk_107_2016_NA_NA_NA_NA" 9 10
"73" 3 13 10 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY509827_A_Gyeonggi_458_2016_NA_NA_NA_NA" 13 10
"74" 3 7 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "MK640903_A_China_70219_2015_NA_NA_NA_NA" 7 13
"75" 3 8 10 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "MK640906_A_China_71516_2016_NA_NA_NA_NA" 8 10
"76" 4 6 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY115915_A_Nebraska_24_2016_NA_NA_NA_NA" 6 12
"77" 4 8 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "MG984174_A_Shanghai_1_2016_NA_NA_NA_NA" 8 12
"78" 4 6 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "CY208845_A_Texas_182_2016_NA_NA_NA_NA" 6 11
"79" 4 8 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY615384_A_Keelung_0026_2016_NA_NA_NA_NA" 8 11
"80" 4 4 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY615571_A_Taipei_0011_2015_NA_NA_NA_NA" 4 8
"81" 4 7 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "CY264049_A_Arizona_67_2016_NA_NA_NA_NA" 7 12
"82" 4 7 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "EPI686117_A_Hong_Kong_15611_2015_NA_NA_NA" 7 11
"83" 4 6 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU591160_A_Hawaii_68_2015_NA_NA_NA_NA" 6 12
"84" 4 6 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU592163_A_Hawaii_74_2015_NA_NA_NA_NA" 6 11
"85" 4 6 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU592184_A_South_Dakota_39_2015_NA_NA_NA" 6 8
"86" 4 4 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX412042_A_Iowa_45_2015_NA_NA_NA_NA" 4 13
"87" 4 9 15 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX413283_A_Georgia_40_2016_NA_NA_NA_NA" 9 15
"88" 4 6 9 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX414582_A_Washington_26_2016_NA_NA_NA_NA" 6 9
"89" 4 7 9 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416117_A_Washington_47_2016_NA_NA_NA_NA" 7 9
"90" 4 7 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416429_A_Hawaii_28_2016_NA_NA_NA_NA" 7 11
"91" 4 7 14 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416829_A_Washington_55_2016_NA_NA_NA_NA" 7 14
"92" 4 8 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX417005_A_Texas_136_2016_NA_NA_NA_NA" 8 13
"93" 4 8 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX916993_A_California_12_2016_NA_NA_NA_NA" 8 8
"94" 4 9 17 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX918281_A_Kentucky_26_2016_NA_NA_NA_NA" 9 17
"95" 4 9 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY487603_A_Taipei_0020_2016_NA_NA_NA_NA" 9 11
"96" 4 8 16 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY487612_A_Linkou_0081_2016_NA_NA_NA_NA" 8 16
"97" 4 9 10 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY509826_A_Chungbuk_107_2016_NA_NA_NA_NA" 9 10
"98" 4 13 10 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY509827_A_Gyeonggi_458_2016_NA_NA_NA_NA" 13 10
"99" 4 7 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "MK640903_A_China_70219_2015_NA_NA_NA_NA" 7 13
"100" 4 8 10 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "MK640906_A_China_71516_2016_NA_NA_NA_NA" 8 10
"101" 5 6 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY115915_A_Nebraska_24_2016_NA_NA_NA_NA" 6 12
"102" 5 8 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "MG984174_A_Shanghai_1_2016_NA_NA_NA_NA" 8 12
"103" 5 6 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "CY208845_A_Texas_182_2016_NA_NA_NA_NA" 6 11
"104" 5 8 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY615384_A_Keelung_0026_2016_NA_NA_NA_NA" 8 11
"105" 5 4 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY615571_A_Taipei_0011_2015_NA_NA_NA_NA" 4 8
"106" 5 7 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "CY264049_A_Arizona_67_2016_NA_NA_NA_NA" 7 12
"107" 5 7 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "EPI686117_A_Hong_Kong_15611_2015_NA_NA_NA" 7 11
"108" 5 6 12 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU591160_A_Hawaii_68_2015_NA_NA_NA_NA" 6 12
"109" 5 6 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU592163_A_Hawaii_74_2015_NA_NA_NA_NA" 6 11
"110" 5 6 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KU592184_A_South_Dakota_39_2015_NA_NA_NA" 6 8
"111" 5 4 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX412042_A_Iowa_45_2015_NA_NA_NA_NA" 4 13
"112" 5 9 15 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX413283_A_Georgia_40_2016_NA_NA_NA_NA" 9 15
"113" 5 6 9 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX414582_A_Washington_26_2016_NA_NA_NA_NA" 6 9
"114" 5 7 9 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416117_A_Washington_47_2016_NA_NA_NA_NA" 7 9
"115" 5 7 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416429_A_Hawaii_28_2016_NA_NA_NA_NA" 7 11
"116" 5 7 14 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX416829_A_Washington_55_2016_NA_NA_NA_NA" 7 14
"117" 5 8 13 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX417005_A_Texas_136_2016_NA_NA_NA_NA" 8 13
"118" 5 8 8 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX916993_A_California_12_2016_NA_NA_NA_NA" 8 8
"119" 5 9 17 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KX918281_A_Kentucky_26_2016_NA_NA_NA_NA" 9 17
"120" 5 9 11 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY487603_A_Taipei_0020_2016_NA_NA_NA_NA" 9 11
"121" 5 8 16 "EPI614441_A_Switzerland_9715293_2013_NA_NA_NA_NA" "KY487612_A_Linkou_0081_2016_NA_NA_NA_NA" 8 16
